date,nb_cars,nb_cars_cxl,nb_bookings,nb_bookings_cxl
2021-06-01,3,0,0,0
2021-06-02,2,0,1,0
2021-06-03,2,0,1,0
2021-06-04,1,0,1,0
2021-06-05,1,0,2,0
2021-06-06,2,0,1,0
2021-06-07,2,0,1,0
2021-06-08,3,0,1,0
2021-06-09,2,0,3,0
2021-06-10,4,0,2,0
2021-06-11,4,0,5,1
2021-06-12,7,1,2,0
2021-06-13,8,1,0,0
2021-06-14,5,0,2,0
2021-06-15,4,0,3,0
2021-06-16,4,0,1,0
2021-06-17,2,0,3,0
2021-06-18,3,0,5,0
2021-06-19,7,0,3,0
2021-06-20,8,0,1,0
2021-06-21,1,0,4,0
2021-06-22,1,0,0,0
2021-06-23,1,0,2,0
2021-06-24,3,0,1,0
2021-06-25,2,0,3,0
2021-06-26,3,0,3,0
2021-06-27,5,0,3,0
2021-06-28,2,0,3,0
2021-06-29,2,0,4,0
2021-06-30,4,0,1,0
2021-07-01,2,0,1,0
2021-07-02,1,0,4,1
2021-07-03,4,1,6,0
2021-07-04,8,1,2,0
2021-07-05,5,1,5,0
2021-07-06,8,1,2,0
2021-07-07,7,1,6,0
2021-07-08,8,0,6,0
2021-07-09,6,0,9,0
2021-07-10,12,0,4,2
2021-07-11,13,2,4,0
2021-07-12,10,0,4,0
2021-07-13,6,0,0,0
2021-07-14,3,0,2,1
2021-07-15,3,0,3,0
2021-07-16,6,0,4,0
2021-07-17,7,0,6,0
2021-07-18,6,0,1,0
2021-07-19,1,0,5,0
2021-07-20,5,0,5,1
2021-07-21,5,1,6,0
2021-07-22,5,1,2,1
2021-07-23,4,0,4,0
2021-07-24,4,0,6,0
2021-07-25,7,0,2,0
2021-07-26,2,0,3,1
2021-07-27,3,1,2,0
2021-07-28,3,1,2,0
2021-07-29,2,1,3,0
2021-07-30,3,0,4,1
2021-07-31,6,1,2,0
2021-08-01,4,1,6,1
2021-08-02,5,1,3,1
2021-08-03,4,2,1,0
2021-08-04,5,2,2,1
2021-08-05,5,2,3,1
2021-08-06,6,2,4,0
2021-08-07,6,2,4,1
2021-08-08,9,3,7,0
2021-08-09,12,3,1,1
2021-08-10,10,4,2,1
2021-08-11,9,4,5,1
2021-08-12,10,3,6,3
2021-08-13,10,5,13,1
2021-08-14,18,6,4,0
2021-08-15,17,3,4,0
2021-08-16,9,1,2,0
2021-08-17,6,1,2,0
2021-08-18,6,1,3,0
2021-08-19,6,0,3,0
2021-08-20,7,0,9,0
2021-08-21,13,0,3,1
2021-08-22,14,1,2,1
2021-08-23,5,1,5,1
2021-08-24,7,2,4,0
2021-08-25,10,1,4,0
2021-08-26,11,1,4,1
2021-08-27,10,2,8,2
2021-08-28,12,0,6,0
2021-08-29,15,0,4,0
2021-08-30,8,0,2,0
2021-08-31,4,0,3,0
2021-09-01,6,0,5,0
2021-09-02,7,0,4,0
2021-09-03,6,0,9,1
2021-09-04,12,1,11,0
2021-09-05,16,1,2,0
2021-09-06,7,0,8,0
2021-09-07,8,0,8,1
2021-09-08,8,0,8,0
2021-09-09,11,0,7,0
2021-09-10,7,0,14,0
2021-09-11,18,0,4,1
2021-09-12,16,1,9,0
2021-09-13,11,0,7,1
2021-09-14,10,1,3,0
2021-09-15,8,0,5,0
2021-09-16,7,0,7,1
2021-09-17,6,1,14,1
2021-09-18,15,0,12,0
2021-09-19,25,0,7,1
2021-09-20,16,1,13,2
2021-09-21,17,1,8,0
2021-09-22,15,1,7,0
2021-09-23,12,0,6,0
2021-09-24,10,0,19,1
2021-09-25,16,1,16,1
2021-09-26,24,2,1,0
2021-09-27,9,0,6,0
2021-09-28,7,0,3,0
2021-09-29,6,0,8,0
2021-09-30,10,0,6,0
2021-10-01,14,0,15,1
2021-10-02,21,1,12,1
2021-10-03,29,2,1,0
2021-10-04,9,0,6,0
2021-10-05,6,0,6,0
2021-10-06,9,0,3,1
2021-10-07,5,1,5,0
2021-10-08,7,1,14,0
2021-10-09,14,1,10,1
2021-10-10,20,1,6,0
2021-10-11,11,1,7,0
2021-10-12,12,0,5,0
2021-10-13,10,0,8,0
2021-10-14,9,0,6,2
2021-10-15,7,0,10,2
2021-10-16,13,2,7,1
2021-10-17,16,2,9,0
2021-10-18,16,0,11,0
2021-10-19,20,0,5,0
2021-10-20,19,0,4,0
2021-10-21,16,0,8,0
2021-10-22,14,0,19,1
2021-10-23,26,1,17,1
2021-10-24,33,2,6,0
2021-10-25,22,2,14,0
2021-10-26,26,1,3,1
2021-10-27,21,2,14,0
2021-10-28,26,1,14,1
2021-10-29,30,2,29,4
2021-10-30,46,5,28,0
2021-10-31,65,4,7,1
2021-11-01,51,4,11,0
2021-11-02,28,1,17,3
2021-11-03,32,4,8,1
2021-11-04,31,3,12,0
2021-11-05,27,3,16,1
2021-11-06,24,2,10,1
2021-11-07,23,3,5,0
2021-11-08,10,0,4,0
2021-11-09,9,0,8,0
2021-11-10,13,0,10,0
2021-11-11,12,0,23,2
2021-11-12,30,2,20,0
2021-11-13,49,2,5,0
2021-11-14,44,2,5,0
2021-11-15,18,1,5,0
2021-11-16,6,0,7,0
2021-11-17,6,0,6,0
2021-11-18,7,0,10,1
2021-11-19,11,0,13,0
2021-11-20,18,0,20,3
2021-11-21,28,2,6,1
2021-11-22,7,2,3,0
2021-11-23,4,0,2,1
2021-11-24,3,0,2,1
2021-11-25,3,1,12,1
2021-11-26,10,2,16,0
2021-11-27,24,1,17,1
2021-11-28,36,1,0,0
2021-11-29,9,1,7,2
2021-11-30,6,2,4,0
2021-12-01,6,1,3,1
2021-12-02,6,0,4,5
2021-12-03,3,5,9,2
2021-12-04,8,7,4,2
2021-12-05,11,8,5,0
2021-12-06,6,6,2,0
2021-12-07,3,3,1,0
2021-12-08,4,1,4,1
2021-12-09,8,1,6,1
2021-12-10,8,1,3,1
2021-12-11,6,1,9,0
2021-12-12,9,1,5,0
2021-12-13,8,0,2,1
2021-12-14,7,1,0,0
2021-12-15,2,1,0,0
2021-12-16,2,1,7,0
2021-12-17,3,1,13,2
2021-12-18,11,2,14,4
2021-12-19,20,5,2,1
2021-12-20,11,4,5,4
2021-12-21,11,7,7,1
2021-12-22,9,8,6,2
2021-12-23,7,8,5,5
2021-12-24,8,9,5,4
2021-12-25,9,11,6,0
2021-12-26,9,10,6,5
2021-12-27,11,9,9,3
2021-12-28,15,11,7,1
2021-12-29,20,11,7,1
2021-12-30,14,12,6,2
2021-12-31,10,9,5,1
2022-01-01,12,8,2,0
2022-01-02,8,6,2,0
2022-01-03,3,1,2,0
2022-01-04,3,0,1,0
2022-01-05,3,0,3,0
2022-01-06,4,0,4,2
2022-01-07,6,1,6,0
2022-01-08,6,1,0,1
2022-01-09,4,2,0,0
2022-01-10,0,0,2,0
2022-01-11,2,0,0,0
2022-01-12,1,0,2,0
2022-01-13,2,0,1,0
2022-01-14,2,0,6,1
2022-01-15,5,1,5,0
2022-01-16,8,1,1,0
2022-01-17,2,0,2,0
2022-01-18,3,0,2,0
2022-01-19,4,0,1,1
2022-01-20,3,1,2,0
2022-01-21,3,1,3,0
2022-01-22,4,1,6,1
2022-01-23,6,2,2,0
2022-01-24,1,1,1,0
2022-01-25,1,1,1,1
2022-01-26,1,1,1,0
2022-01-27,1,0,5,0
2022-01-28,4,0,6,2
2022-01-29,8,2,4,1
2022-01-30,10,3,3,0
2022-01-31,5,2,6,0
2022-02-01,8,0,5,0
2022-02-02,9,0,7,1
2022-02-03,10,0,0,0
2022-02-04,4,0,11,0
2022-02-05,9,0,9,2
2022-02-06,15,2,5,0
2022-02-07,9,1,6,1
2022-02-08,8,2,1,0
2022-02-09,7,1,5,0
2022-02-10,7,1,8,0
2022-02-11,12,1,12,1
2022-02-12,21,2,13,2
2022-02-13,29,3,7,0
2022-02-14,16,2,6,1
2022-02-15,16,1,6,0
2022-02-16,19,0,9,0
2022-02-17,19,0,2,0
2022-02-18,12,0,20,6
2022-02-19,23,5,15,2
2022-02-20,26,5,4,1
2022-02-21,21,2,6,1
2022-02-22,17,1,10,0
2022-02-23,16,1,13,0
2022-02-24,23,1,13,0
2022-02-25,27,1,22,1
2022-02-26,41,0,16,1
2022-02-27,49,1,8,1
2022-02-28,28,2,7,2
2022-03-01,18,4,7,0
2022-03-02,22,3,10,0
2022-03-03,22,1,6,0
2022-03-04,22,1,20,0
2022-03-05,33,0,12,1
2022-03-06,32,1,1,0
2022-03-07,4,0,1,1
2022-03-08,3,1,9,0
2022-03-09,10,0,10,0
2022-03-10,9,0,9,0
2022-03-11,13,0,11,3
2022-03-12,19,3,8,1
2022-03-13,21,3,7,0
2022-03-14,17,1,6,0
2022-03-15,9,0,6,0
2022-03-16,7,0,5,0
2022-03-17,8,0,10,2
2022-03-18,10,2,15,0
2022-03-19,23,1,12,2
2022-03-20,31,3,5,0
2022-03-21,16,0,11,0
2022-03-22,16,0,9,0
2022-03-23,15,0,5,0
2022-03-24,14,0,11,1
2022-03-25,19,0,25,3
2022-03-26,36,3,19,0
2022-03-27,45,3,3,1
2022-03-28,18,1,5,1
2022-03-29,7,2,7,1
2022-03-30,10,2,9,0
2022-03-31,14,1,6,0
2022-04-01,16,1,16,2
2022-04-02,23,3,16,2
2022-04-03,33,2,8,0
2022-04-04,26,0,6,0
2022-04-05,12,0,7,1
2022-04-06,14,1,13,0
2022-04-07,20,0,11,1
2022-04-08,22,0,9,1
2022-04-09,16,1,18,0
2022-04-10,26,1,3,0
2022-04-11,14,1,9,0
2022-04-12,17,0,7,1
2022-04-13,19,1,20,0
2022-04-14,26,1,11,1
2022-04-15,27,0,39,0
2022-04-16,61,0,34,0
2022-04-17,87,0,24,1
2022-04-18,86,1,12,1
2022-04-19,52,1,8,1
2022-04-20,44,2,17,0
2022-04-21,46,2,14,1
2022-04-22,38,3,31,0
2022-04-23,51,2,20,3
2022-04-24,56,3,13,4
2022-04-25,38,6,20,1
2022-04-26,40,5,15,1
2022-04-27,42,4,13,2
2022-04-28,42,4,20,0
2022-04-29,42,2,18,1
2022-04-30,50,1,13,3
2022-05-01,46,2,14,2
2022-05-02,37,4,20,0
2022-05-03,43,2,16,0
2022-05-04,50,2,15,1
2022-05-05,44,3,14,4
2022-05-06,35,4,22,1
2022-05-07,45,5,25,1
2022-05-08,60,3,3,1
2022-05-09,19,2,7,1
2022-05-10,11,1,18,0
2022-05-11,19,1,11,0
2022-05-12,14,1,9,1
2022-05-13,13,1,28,3
2022-05-14,31,2,21,2
2022-05-15,44,4,6,1
2022-05-16,14,2,13,0
2022-05-17,15,0,11,0
2022-05-18,17,0,8,2
2022-05-19,19,1,14,1
2022-05-20,24,1,15,1
2022-05-21,30,2,84,11
2022-05-22,98,11,10,0
2022-05-23,30,0,9,1
2022-05-24,22,1,11,1
2022-05-25,22,1,35,0
2022-05-26,43,1,49,4
