date,nb_cars,nb_cars_cxl,nb_bookings,nb_bookings_cxl
2021-06-01,6,0,0,0
2021-06-02,4,0,2,0
2021-06-03,5,0,0,0
2021-06-04,2,0,3,0
2021-06-05,3,0,1,1
2021-06-06,4,1,1,0
2021-06-07,3,1,2,0
2021-06-08,4,0,3,0
2021-06-09,7,0,3,0
2021-06-10,9,0,1,0
2021-06-11,9,0,5,1
2021-06-12,11,1,2,0
2021-06-13,10,1,1,0
2021-06-14,7,1,6,0
2021-06-15,9,0,2,2
2021-06-16,7,1,3,1
2021-06-17,5,1,3,0
2021-06-18,6,1,8,0
2021-06-19,13,1,2,0
2021-06-20,12,1,1,0
2021-06-21,8,1,1,0
2021-06-22,4,0,4,0
2021-06-23,4,0,3,1
2021-06-24,4,1,5,0
2021-06-25,5,0,6,0
2021-06-26,7,0,4,0
2021-06-27,11,0,5,0
2021-06-28,8,0,0,0
2021-06-29,5,0,3,0
2021-06-30,6,0,2,0
2021-07-01,6,0,4,1
2021-07-02,8,1,9,0
2021-07-03,15,1,5,0
2021-07-04,15,1,0,0
2021-07-05,7,1,2,0
2021-07-06,4,0,2,1
2021-07-07,6,0,6,1
2021-07-08,12,1,6,1
2021-07-09,12,1,10,0
2021-07-10,15,1,6,0
2021-07-11,16,1,2,0
2021-07-12,13,1,8,0
2021-07-13,15,1,3,1
2021-07-14,14,2,0,0
2021-07-15,13,2,8,0
2021-07-16,15,1,9,0
2021-07-17,20,1,9,0
2021-07-18,19,1,2,0
2021-07-19,13,1,5,0
2021-07-20,12,0,5,0
2021-07-21,12,0,7,0
2021-07-22,14,0,2,1
2021-07-23,13,1,7,0
2021-07-24,18,0,3,0
2021-07-25,17,0,5,1
2021-07-26,13,1,3,0
2021-07-27,13,1,6,0
2021-07-28,16,1,3,0
2021-07-29,17,1,5,0
2021-07-30,17,1,7,2
2021-07-31,21,3,6,0
2021-08-01,21,3,6,1
2021-08-02,16,2,4,1
2021-08-03,18,3,4,0
2021-08-04,18,2,3,0
2021-08-05,20,2,7,0
2021-08-06,20,2,12,1
2021-08-07,26,3,9,0
2021-08-08,28,2,5,0
2021-08-09,21,0,9,0
2021-08-10,28,0,4,0
2021-08-11,25,0,7,1
2021-08-12,27,1,5,0
2021-08-13,26,1,6,0
2021-08-14,24,1,5,0
2021-08-15,25,1,8,0
2021-08-16,20,1,8,0
2021-08-17,24,1,2,0
2021-08-18,20,1,4,0
2021-08-19,19,0,4,0
2021-08-20,18,0,2,0
2021-08-21,12,0,5,0
2021-08-22,13,0,2,0
2021-08-23,7,0,3,0
2021-08-24,8,0,6,0
2021-08-25,9,0,10,0
2021-08-26,13,0,3,0
2021-08-27,12,0,5,0
2021-08-28,11,0,7,0
2021-08-29,16,0,1,0
2021-08-30,6,0,3,0
2021-08-31,8,0,4,1
2021-09-01,5,1,3,0
2021-09-02,6,1,7,0
2021-09-03,10,1,12,2
2021-09-04,16,3,12,0
2021-09-05,20,1,3,1
2021-09-06,5,1,7,0
2021-09-07,10,0,5,0
2021-09-08,6,0,3,0
2021-09-09,4,0,3,0
2021-09-10,6,0,5,0
2021-09-11,6,0,2,0
2021-09-12,6,0,5,0
2021-09-13,7,0,6,0
2021-09-14,10,0,3,0
2021-09-15,9,0,1,0
2021-09-16,7,0,5,0
2021-09-17,10,0,6,1
2021-09-18,12,0,5,0
2021-09-19,14,0,2,0
2021-09-20,8,0,16,0
2021-09-21,17,0,2,1
2021-09-22,17,0,5,0
2021-09-23,18,0,3,1
2021-09-24,8,1,7,2
2021-09-25,9,2,3,0
2021-09-26,12,2,1,0
2021-09-27,6,1,3,0
2021-09-28,6,0,3,0
2021-09-29,4,0,4,0
2021-09-30,7,0,7,0
2021-10-01,12,0,7,0
2021-10-02,10,0,3,0
2021-10-03,11,0,2,0
2021-10-04,6,0,1,0
2021-10-05,3,0,4,1
2021-10-06,6,1,4,0
2021-10-07,4,1,6,0
2021-10-08,8,1,8,2
2021-10-09,11,3,5,0
2021-10-10,14,2,2,0
2021-10-11,9,0,4,0
2021-10-12,7,0,2,0
2021-10-13,6,0,6,0
2021-10-14,9,0,1,0
2021-10-15,7,0,6,0
2021-10-16,11,0,4,0
2021-10-17,14,0,1,0
2021-10-18,10,0,4,0
2021-10-19,8,0,4,0
2021-10-20,11,0,4,0
2021-10-21,11,0,11,0
2021-10-22,15,0,12,1
2021-10-23,21,1,3,0
2021-10-24,24,1,3,0
2021-10-25,18,0,2,0
2021-10-26,9,0,3,0
2021-10-27,10,0,4,0
2021-10-28,8,0,2,0
2021-10-29,7,0,10,0
2021-10-30,15,0,9,0
2021-10-31,20,0,3,0
2021-11-01,17,0,2,0
2021-11-02,11,0,6,0
2021-11-03,12,0,3,0
2021-11-04,14,0,2,0
2021-11-05,10,0,10,1
2021-11-06,14,1,7,0
2021-11-07,19,1,0,0
2021-11-08,5,0,3,0
2021-11-09,3,0,2,0
2021-11-10,3,0,9,1
2021-11-11,9,1,6,0
2021-11-12,13,1,6,2
2021-11-13,18,3,2,0
2021-11-14,16,3,2,0
2021-11-15,9,1,5,1
2021-11-16,7,1,4,0
2021-11-17,9,0,5,0
2021-11-18,9,0,7,0
2021-11-19,12,0,9,1
2021-11-20,13,1,8,0
2021-11-21,18,1,2,0
2021-11-22,6,0,6,0
2021-11-23,7,0,7,1
2021-11-24,9,1,6,1
2021-11-25,7,0,5,0
2021-11-26,5,0,11,1
2021-11-27,12,1,8,0
2021-11-28,20,0,3,0
2021-11-29,11,0,4,1
2021-11-30,6,0,2,0
2021-12-01,3,0,3,0
2021-12-02,5,0,4,0
2021-12-03,6,0,12,2
2021-12-04,14,2,7,0
2021-12-05,19,2,2,0
2021-12-06,5,0,5,0
2021-12-07,7,0,6,1
2021-12-08,9,1,5,1
2021-12-09,10,1,4,0
2021-12-10,7,1,8,0
2021-12-11,10,1,3,1
2021-12-12,11,2,2,0
2021-12-13,4,0,4,0
2021-12-14,6,0,5,0
2021-12-15,8,0,5,0
2021-12-16,7,0,5,1
2021-12-17,7,1,4,2
2021-12-18,6,3,6,0
2021-12-19,12,2,0,0
2021-12-20,6,0,2,1
2021-12-21,6,1,2,0
2021-12-22,3,1,2,0
2021-12-23,3,1,8,0
2021-12-24,10,1,8,0
2021-12-25,18,1,5,0
2021-12-26,21,1,3,0
2021-12-27,20,1,4,0
2021-12-28,18,1,2,0
2021-12-29,18,1,4,0
2021-12-30,17,0,5,0
2021-12-31,22,0,4,2
2022-01-01,24,2,0,0
2022-01-02,19,2,2,0
2022-01-03,7,0,0,0
2022-01-04,2,0,1,0
2022-01-05,1,0,1,0
2022-01-06,0,0,1,0
2022-01-07,1,0,6,1
2022-01-08,6,1,1,0
2022-01-09,7,1,0,0
2022-01-10,0,1,1,1
2022-01-11,0,2,1,1
2022-01-12,1,2,0,0
2022-01-13,0,2,2,0
2022-01-14,2,2,7,2
2022-01-15,9,4,2,0
2022-01-16,10,4,0,0
2022-01-17,6,2,2,0
2022-01-18,4,1,2,0
2022-01-19,5,1,3,0
2022-01-20,5,1,1,0
2022-01-21,5,1,10,4
2022-01-22,12,4,3,0
2022-01-23,15,2,0,0
2022-01-24,7,0,0,0
2022-01-25,3,0,4,0
2022-01-26,4,0,3,3
2022-01-27,5,0,1,0
2022-01-28,4,0,13,3
2022-01-29,14,3,5,1
2022-01-30,16,3,1,0
2022-01-31,7,1,1,0
2022-02-01,3,1,5,0
2022-02-02,6,0,1,0
2022-02-03,5,0,4,0
2022-02-04,6,0,14,1
2022-02-05,16,1,2,0
2022-02-06,18,1,2,0
2022-02-07,9,0,2,0
2022-02-08,3,0,4,0
2022-02-09,5,0,3,0
2022-02-10,5,0,4,0
2022-02-11,5,0,16,0
2022-02-12,17,0,14,1
2022-02-13,29,1,1,2
2022-02-14,15,2,6,0
2022-02-15,15,2,1,0
2022-02-16,12,2,3,0
2022-02-17,13,2,4,0
2022-02-18,16,2,13,1
2022-02-19,18,3,7,0
2022-02-20,22,2,1,0
2022-02-21,10,0,6,0
2022-02-22,10,0,7,0
2022-02-23,15,0,5,0
2022-02-24,19,0,4,0
2022-02-25,18,0,16,0
2022-02-26,28,0,1,2
2022-02-27,23,2,3,0
2022-02-28,9,1,2,0
2022-03-01,6,0,3,0
2022-03-02,6,0,2,0
2022-03-03,7,0,3,0
2022-03-04,7,0,17,0
2022-03-05,19,0,3,0
2022-03-06,20,0,4,0
2022-03-07,10,0,4,0
2022-03-08,11,0,6,0
2022-03-09,13,0,6,0
2022-03-10,15,0,7,1
2022-03-11,17,1,17,2
2022-03-12,26,2,7,0
2022-03-13,30,2,6,1
