date,hourly rate,WE package,1 week package,1 month package,other package,2 weeks package
2021-06-01,1,0,4,1,0,0
2021-06-02,3,0,6,1,0,0
2021-06-03,7,0,7,1,0,0
2021-06-04,10,0,7,1,0,0
2021-06-05,6,9,3,0,0,0
2021-06-06,7,12,2,0,0,0
2021-06-07,1,5,2,0,0,0
2021-06-08,2,0,3,0,0,0
2021-06-09,6,0,1,0,0,0
2021-06-10,7,0,1,0,0,0
2021-06-11,4,0,1,0,0,0
2021-06-12,5,7,2,0,0,0
2021-06-13,5,8,2,0,0,0
2021-06-14,3,3,2,0,0,0
2021-06-15,1,1,3,0,0,0
2021-06-16,5,0,3,0,0,0
2021-06-17,10,0,2,0,0,0
2021-06-18,9,0,1,0,0,0
2021-06-19,6,11,0,0,0,0
2021-06-20,7,12,0,0,0,0
2021-06-21,5,2,0,0,0,0
2021-06-22,5,0,3,0,0,0
2021-06-23,8,0,3,0,0,0
2021-06-24,11,0,3,0,0,0
2021-06-25,5,0,3,0,0,0
2021-06-26,10,12,0,0,0,0
2021-06-27,11,13,0,0,0,0
2021-06-28,4,5,1,0,0,0
2021-06-29,3,1,2,1,0,0
2021-06-30,6,1,2,1,0,0
2021-07-01,6,0,3,1,0,0
2021-07-02,10,0,3,1,0,0
2021-07-03,7,6,2,1,0,0
2021-07-04,7,6,4,1,0,0
2021-07-05,4,2,3,1,0,0
2021-07-06,7,0,5,1,0,0
2021-07-07,6,0,5,1,0,0
2021-07-08,7,0,4,2,0,0
2021-07-09,4,0,4,1,0,0
2021-07-10,4,5,3,1,0,0
2021-07-11,6,6,2,1,0,0
2021-07-12,4,2,2,1,0,0
2021-07-13,10,0,2,1,0,0
2021-07-14,6,0,5,1,0,0
2021-07-15,5,0,4,1,0,0
2021-07-16,3,0,4,2,0,0
2021-07-17,3,6,4,2,0,0
2021-07-18,3,6,4,3,0,0
2021-07-19,1,1,3,2,0,0
2021-07-20,2,0,0,2,0,0
2021-07-21,4,0,0,2,0,0
2021-07-22,8,0,0,2,0,0
2021-07-23,6,0,0,2,0,0
2021-07-24,6,1,0,2,0,0
2021-07-25,4,2,0,2,0,0
2021-07-26,4,1,0,2,0,0
2021-07-27,2,0,2,4,0,0
2021-07-28,3,0,2,4,0,0
2021-07-29,4,0,2,4,0,0
2021-07-30,2,0,3,5,0,0
2021-07-31,2,4,2,4,0,0
2021-08-01,4,4,2,3,0,0
2021-08-02,2,1,2,3,0,0
2021-08-03,2,0,1,3,0,0
