date,standard,premium,6H à 9H,15H à 18H,9H à 12H,12H à 15H,0H à 6H,18H à 24H,+24h,06:00 24:00,00:30 06:00,00:00 00:30
2021-06-01,3,0,1,1,1,0,0,0,3,0,0,0
2021-06-02,2,0,1,1,0,0,0,0,2,0,0,0
2021-06-03,2,0,1,1,0,0,0,0,2,0,0,0
2021-06-04,1,0,0,1,0,0,0,0,1,0,0,0
2021-06-05,1,0,0,1,0,0,0,0,1,0,0,0
2021-06-06,2,0,0,1,1,0,0,0,2,0,0,0
2021-06-07,2,0,0,2,0,0,0,0,2,0,0,0
2021-06-08,2,1,0,2,1,0,0,0,3,0,0,0
2021-06-09,1,1,0,1,1,0,0,0,2,0,0,0
2021-06-10,2,2,1,1,2,0,0,0,3,1,0,0
2021-06-11,2,2,1,2,1,0,0,0,3,1,0,0
2021-06-12,6,1,1,2,1,2,0,1,7,0,0,0
2021-06-13,7,1,1,3,2,1,0,1,8,0,0,0
2021-06-14,4,1,1,2,0,1,0,1,5,0,0,0
2021-06-15,2,2,0,1,1,0,0,2,4,0,0,0
2021-06-16,2,2,0,1,2,0,0,1,3,0,1,0
2021-06-17,1,1,0,1,1,0,0,0,2,0,0,0
2021-06-18,2,1,0,1,1,1,0,0,2,1,0,0
2021-06-19,5,2,0,2,2,2,0,1,7,0,0,0
2021-06-20,6,2,1,2,2,2,0,1,8,0,0,0
2021-06-21,1,0,0,1,0,0,0,0,1,0,0,0
2021-06-22,1,0,0,1,0,0,0,0,1,0,0,0
2021-06-23,1,0,0,1,0,0,0,0,1,0,0,0
2021-06-24,3,0,0,1,0,2,0,0,3,0,0,0
2021-06-25,2,0,0,1,0,1,0,0,2,0,0,0
2021-06-26,2,1,1,1,0,1,0,0,3,0,0,0
2021-06-27,4,1,2,1,1,1,0,0,4,1,0,0
2021-06-28,2,0,0,1,0,1,0,0,2,0,0,0
2021-06-29,2,0,0,1,0,1,0,0,2,0,0,0
2021-06-30,4,0,1,2,0,1,0,0,4,0,0,0
2021-07-01,1,1,0,2,0,0,0,0,1,1,0,0
2021-07-02,1,0,0,1,0,0,0,0,1,0,0,0
2021-07-03,3,1,0,1,2,1,0,0,4,0,0,0
2021-07-04,7,1,2,1,3,1,0,1,8,0,0,0
2021-07-05,3,2,0,1,2,1,0,1,5,0,0,0
2021-07-06,4,4,1,3,1,1,0,2,8,0,0,0
2021-07-07,5,2,0,2,2,1,0,2,7,0,0,0
2021-07-08,6,2,1,1,2,1,0,3,7,1,0,0
2021-07-09,6,0,0,1,1,1,0,3,5,1,0,0
2021-07-10,12,0,0,3,2,4,0,3,11,1,0,0
2021-07-11,13,0,0,5,2,4,0,2,13,0,0,0
2021-07-12,9,1,1,5,1,2,0,1,10,0,0,0
