date,standard,premium,6H à 9H,15H à 18H,9H à 12H,12H à 15H,0H à 6H,18H à 24H,+24h,06:00 24:00,00:30 06:00,00:00 00:30
2021-06-01,4,0,0,1,0,1,2,0,3,1,0,0
2021-06-02,3,0,0,1,0,0,2,0,3,0,0,0
2021-06-03,5,0,0,1,1,0,2,1,5,0,0,0
2021-06-04,6,0,0,2,1,0,2,1,5,1,0,0
2021-06-05,3,0,0,1,0,0,2,0,3,0,0,0
2021-06-06,3,0,0,1,0,1,1,0,3,0,0,0
2021-06-07,2,0,0,1,0,0,1,0,2,0,0,0
2021-06-08,2,0,0,1,0,0,1,0,2,0,0,0
2021-06-09,2,0,0,1,0,0,1,0,2,0,0,0
2021-06-10,2,0,0,1,0,0,1,0,2,0,0,0
2021-06-11,3,0,0,1,0,0,1,1,3,0,0,0
2021-06-12,4,0,0,1,0,0,1,2,3,1,0,0
2021-06-13,3,0,0,1,0,0,1,1,3,0,0,0
2021-06-14,2,0,0,1,0,0,1,0,2,0,0,0
2021-06-15,4,0,0,1,0,2,1,0,4,0,0,0
2021-06-16,5,0,0,1,0,3,1,0,5,0,0,0
2021-06-17,3,0,0,1,0,1,1,0,3,0,0,0
2021-06-18,3,0,0,1,0,1,1,0,3,0,0,0
2021-06-19,6,0,0,3,0,1,1,1,5,1,0,0
2021-06-20,4,0,0,3,0,0,1,0,4,0,0,0
2021-06-21,4,0,0,3,0,0,1,0,4,0,0,0
2021-06-22,6,0,1,3,0,0,1,1,6,0,0,0
2021-06-23,6,0,1,2,0,0,1,2,5,1,0,0
2021-06-24,2,0,0,1,0,0,1,0,2,0,0,0
2021-06-25,2,0,0,1,0,0,1,0,2,0,0,0
2021-06-26,2,0,0,1,0,0,1,0,2,0,0,0
2021-06-27,2,0,0,1,0,0,1,0,2,0,0,0
2021-06-28,2,0,0,1,0,0,1,0,2,0,0,0
2021-06-29,4,0,0,2,0,0,1,1,4,0,0,0
2021-06-30,4,0,0,2,0,0,1,1,4,0,0,0
2021-07-01,4,0,0,2,0,0,0,2,3,1,0,0
2021-07-02,5,0,1,2,0,0,0,2,5,0,0,0
2021-07-03,11,0,2,2,1,3,1,2,9,2,0,0
2021-07-04,10,0,1,2,0,4,1,2,9,1,0,0
2021-07-05,7,0,1,1,0,2,1,2,7,0,0,0
2021-07-06,6,0,1,1,1,2,1,0,6,0,0,0
2021-07-07,7,0,1,1,2,1,1,1,5,2,0,0
2021-07-08,7,0,1,2,0,1,1,2,5,2,0,0
2021-07-09,6,0,0,1,1,1,1,2,5,1,0,0
2021-07-10,8,0,0,2,0,1,1,4,6,2,0,0
2021-07-11,9,0,0,3,0,2,1,3,7,2,0,0
2021-07-12,6,0,0,2,0,1,1,2,6,0,0,0
2021-07-13,7,0,0,2,2,1,1,1,6,1,0,0
2021-07-14,5,0,0,3,0,1,1,0,5,0,0,0
2021-07-15,5,0,0,2,0,1,1,1,5,0,0,0
2021-07-16,8,0,0,3,1,1,1,2,6,2,0,0
2021-07-17,9,0,0,4,0,1,1,3,9,0,0,0
2021-07-18,12,0,0,3,0,2,1,6,10,1,1,0
2021-07-19,5,0,0,1,0,0,1,3,5,0,0,0
2021-07-20,7,0,0,1,1,0,1,4,7,0,0,0
2021-07-21,11,0,0,2,3,1,1,4,9,2,0,0
2021-07-22,10,0,0,2,1,3,1,3,9,1,0,0
2021-07-23,14,0,0,4,3,4,1,2,12,2,0,0
2021-07-24,14,0,0,4,3,5,1,1,13,1,0,0
2021-07-25,16,0,0,5,4,5,1,1,15,1,0,0
2021-07-26,13,0,0,3,3,4,1,2,13,0,0,0
2021-07-27,17,0,0,2,4,8,1,2,17,0,0,0
2021-07-28,19,0,0,1,3,9,1,5,19,0,0,0
2021-07-29,17,0,0,1,3,6,1,6,16,1,0,0
2021-07-30,13,0,0,2,3,4,1,3,13,0,0,0
2021-07-31,10,0,0,2,2,3,1,2,10,0,0,0
2021-08-01,15,0,0,3,4,6,0,2,14,1,0,0
2021-08-02,11,0,0,2,2,4,1,2,11,0,0,0
2021-08-03,11,0,0,4,1,2,1,3,9,2,0,0
2021-08-04,14,0,2,5,2,2,1,2,13,1,0,0
2021-08-05,13,0,2,4,2,2,1,2,13,0,0,0
2021-08-06,10,0,0,3,1,2,1,3,9,1,0,0
2021-08-07,10,0,0,4,2,2,1,1,10,0,0,0
2021-08-08,8,0,0,2,2,1,1,2,8,0,0,0
2021-08-09,10,0,0,2,3,1,1,3,10,0,0,0
2021-08-10,11,0,0,3,4,1,2,1,11,0,0,0
2021-08-11,12,0,0,4,4,1,2,1,12,0,0,0
2021-08-12,11,0,0,2,4,3,2,0,10,1,0,0
2021-08-13,11,0,0,2,5,2,2,0,11,0,0,0
2021-08-14,18,0,0,4,7,3,2,2,16,2,0,0
2021-08-15,12,0,0,3,3,2,2,2,12,0,0,0
2021-08-16,7,0,0,2,1,0,1,3,6,1,0,0
2021-08-17,6,0,0,0,2,0,1,3,5,1,0,0
2021-08-18,7,0,0,0,1,1,1,4,7,0,0,0
2021-08-19,10,0,0,0,2,2,1,5,9,1,0,0
2021-08-20,10,0,0,0,2,2,1,5,10,0,0,0
2021-08-21,12,0,0,1,1,3,1,6,12,0,0,0
2021-08-22,10,0,0,1,2,4,1,2,8,2,0,0
2021-08-23,7,0,0,2,2,1,1,1,7,0,0,0
2021-08-24,6,0,0,3,1,1,1,0,6,0,0,0
2021-08-25,9,0,0,5,1,2,1,0,8,1,0,0
2021-08-26,6,0,0,4,0,1,1,0,6,0,0,0
2021-08-27,7,0,0,3,0,3,1,0,7,0,0,0
2021-08-28,8,0,0,1,0,4,1,2,8,0,0,0
2021-08-29,11,0,0,2,0,3,2,4,8,3,0,0
2021-08-30,6,0,0,2,1,0,1,2,5,1,0,0
2021-08-31,5,0,0,2,1,0,1,1,4,1,0,0
2021-09-01,5,0,1,2,1,1,0,0,5,0,0,0
2021-09-02,6,0,0,2,2,2,0,0,5,1,0,0
2021-09-03,7,0,0,2,1,2,0,2,6,1,0,0
2021-09-04,8,0,0,2,1,3,0,2,8,0,0,0
2021-09-05,6,0,0,1,1,3,0,1,5,1,0,0
2021-09-06,4,0,0,1,0,2,0,1,4,0,0,0
2021-09-07,6,0,1,3,0,1,0,1,6,0,0,0
2021-09-08,4,0,1,2,0,0,0,1,4,0,0,0
2021-09-09,4,0,1,1,0,0,0,2,3,1,0,0
2021-09-10,3,0,1,0,1,0,0,1,3,0,0,0
2021-09-11,6,0,1,1,2,0,0,2,5,0,1,0
2021-09-12,8,0,1,1,3,1,0,2,7,1,0,0
2021-09-13,4,0,1,0,1,0,0,2,4,0,0,0
2021-09-14,4,0,1,0,0,0,0,3,3,0,1,0
2021-09-15,4,0,1,0,1,0,0,2,4,0,0,0
2021-09-16,8,0,1,1,1,0,0,5,4,4,0,0
2021-09-17,5,0,1,0,1,0,0,3,5,0,0,0
2021-09-18,8,0,1,0,1,1,0,5,7,1,0,0
2021-09-19,9,0,1,1,2,1,0,4,9,0,0,0
2021-09-20,6,0,1,1,2,1,0,1,5,1,0,0
2021-09-21,3,0,1,0,0,0,0,2,3,0,0,0
2021-09-22,4,0,1,0,0,0,0,3,3,1,0,0
2021-09-23,3,0,1,0,0,0,0,2,3,0,0,0
2021-09-24,7,0,1,1,0,2,0,3,7,0,0,0
2021-09-25,12,0,1,4,0,2,0,5,12,0,0,0
2021-09-26,15,0,1,4,1,2,0,7,13,2,0,0
2021-09-27,5,0,1,1,0,1,0,2,5,0,0,0
2021-09-28,6,0,1,1,1,0,0,3,4,2,0,0
2021-09-29,3,0,1,0,0,0,0,2,2,1,0,0
2021-09-30,2,0,1,0,0,0,0,1,2,0,0,0
2021-10-01,6,0,0,1,1,0,0,4,5,1,0,0
2021-10-02,11,0,0,3,1,0,0,7,11,0,0,0
2021-10-03,15,0,0,3,2,2,1,7,14,1,0,0
2021-10-04,6,0,1,1,0,1,0,3,4,2,0,0
2021-10-05,5,0,1,1,0,2,0,1,4,1,0,0
2021-10-06,3,0,1,0,0,1,0,1,3,0,0,0
2021-10-07,2,0,1,0,0,1,0,0,2,0,0,0
2021-10-08,2,0,1,0,0,1,0,0,2,0,0,0
2021-10-09,4,0,1,0,0,1,0,2,3,0,1,0
2021-10-10,4,0,1,0,1,1,0,1,4,0,0,0
2021-10-11,3,0,1,1,0,0,0,1,3,0,0,0
2021-10-12,3,0,1,2,0,0,0,0,3,0,0,0
2021-10-13,4,0,1,3,0,0,0,0,2,2,0,0
2021-10-14,2,0,1,1,0,0,0,0,2,0,0,0
2021-10-15,3,0,1,0,0,1,0,1,3,0,0,0
2021-10-16,10,0,1,0,1,3,0,5,9,1,0,0
2021-10-17,15,0,1,1,4,4,1,4,12,3,0,0
2021-10-18,6,0,1,1,1,1,0,2,6,0,0,0
2021-10-19,8,0,2,2,0,1,1,2,8,0,0,0
2021-10-20,11,0,3,3,1,1,1,2,9,2,0,0
2021-10-21,8,0,4,1,1,0,1,1,8,0,0,0
2021-10-22,10,0,3,1,1,3,0,2,10,0,0,0
2021-10-23,11,0,2,1,1,4,0,3,10,1,0,0
2021-10-24,12,0,1,1,2,7,0,1,10,2,0,0
2021-10-25,6,0,1,3,0,1,0,1,6,0,0,0
2021-10-26,11,0,1,7,1,1,0,1,8,3,0,0
2021-10-27,7,0,1,3,0,2,0,1,6,1,0,0
2021-10-28,6,0,1,2,1,1,0,1,5,1,0,0
2021-10-29,6,0,1,1,0,2,0,2,5,1,0,0
2021-10-30,10,0,1,0,2,4,0,3,10,0,0,0
2021-10-31,14,0,1,3,2,4,0,4,14,0,0,0
2021-11-01,10,0,0,3,2,2,0,3,10,0,0,0
