date,hourly rate,WE package,1 week package,1 month package,other package,2 weeks package
2021-06-01,4,0,2,0,0,0
2021-06-02,3,0,1,0,0,0
2021-06-03,4,0,1,0,0,0
2021-06-04,1,0,1,0,0,0
2021-06-05,2,0,1,0,0,0
2021-06-06,2,1,1,0,0,0
2021-06-07,0,1,2,0,0,0
2021-06-08,1,0,3,0,0,0
2021-06-09,4,0,3,0,0,0
2021-06-10,4,0,5,0,0,0
2021-06-11,4,0,5,0,0,0
2021-06-12,4,2,5,0,0,0
2021-06-13,3,3,4,0,0,0
2021-06-14,3,1,3,0,0,0
2021-06-15,5,1,3,0,0,0
2021-06-16,4,0,3,0,0,0
2021-06-17,2,0,3,0,0,0
2021-06-18,2,0,4,0,0,0
2021-06-19,3,6,4,0,0,0
2021-06-20,1,7,4,0,0,0
2021-06-21,1,4,3,0,0,0
2021-06-22,2,1,1,0,0,0
2021-06-23,4,0,0,0,0,0
2021-06-24,4,0,0,0,0,0
2021-06-25,4,0,1,0,0,0
2021-06-26,2,4,1,0,0,0
2021-06-27,5,5,1,0,0,0
2021-06-28,4,1,3,0,0,0
2021-06-29,1,1,3,0,0,0
2021-06-30,1,0,5,0,0,0
2021-07-01,1,0,5,0,0,0
2021-07-02,3,0,5,0,0,0
2021-07-03,5,5,5,0,0,0
2021-07-04,2,7,6,0,0,0
2021-07-05,1,1,5,0,0,0
2021-07-06,0,0,4,0,0,0
2021-07-07,2,0,4,0,0,0
2021-07-08,7,0,5,0,0,0
2021-07-09,6,0,6,0,0,0
2021-07-10,3,4,8,0,0,0
2021-07-11,3,5,8,0,0,0
2021-07-12,3,2,8,0,0,0
2021-07-13,3,1,11,0,0,0
2021-07-14,1,0,13,0,0,0
2021-07-15,1,0,12,0,0,0
2021-07-16,6,0,9,0,0,0
2021-07-17,8,3,9,0,0,0
2021-07-18,7,3,9,0,0,0
2021-07-19,3,2,8,0,0,0
2021-07-20,2,1,9,0,0,0
2021-07-21,3,0,9,0,0,0
2021-07-22,5,0,9,0,0,0
2021-07-23,5,0,8,0,0,0
2021-07-24,8,3,7,0,0,0
2021-07-25,6,4,7,0,0,0
2021-07-26,0,2,11,0,0,0
2021-07-27,1,0,12,0,0,0
2021-07-28,4,0,12,0,0,0
2021-07-29,4,0,13,0,0,0
2021-07-30,3,0,14,0,0,0
2021-07-31,4,1,16,0,0,0
2021-08-01,4,2,15,0,0,0
2021-08-02,1,0,15,0,0,0
2021-08-03,2,0,16,0,0,0
2021-08-04,1,0,17,0,0,0
2021-08-05,3,0,17,0,0,0
2021-08-06,2,0,18,0,0,0
2021-08-07,8,4,14,0,0,0
2021-08-08,6,8,14,0,0,0
2021-08-09,5,4,12,0,0,0
2021-08-10,8,3,17,0,0,0
2021-08-11,5,0,20,0,0,0
2021-08-12,7,0,20,0,0,0
2021-08-13,9,0,17,0,0,0
2021-08-14,5,4,15,0,0,0
2021-08-15,5,5,15,0,0,0
2021-08-16,4,0,16,0,0,0
2021-08-17,5,0,19,0,0,0
2021-08-18,4,0,16,0,0,0
2021-08-19,4,0,15,0,0,0
2021-08-20,4,0,14,0,0,0
2021-08-21,2,2,8,0,0,0
2021-08-22,2,5,6,0,0,0
2021-08-23,0,1,6,0,0,0
2021-08-24,2,0,6,0,0,0
2021-08-25,2,0,7,0,0,0
2021-08-26,5,0,8,0,0,0
2021-08-27,6,0,6,0,0,0
2021-08-28,4,2,5,0,0,0
2021-08-29,5,5,6,0,0,0
2021-08-30,0,3,3,0,0,0
2021-08-31,2,3,3,0,0,0
2021-09-01,2,0,3,0,0,0
2021-09-02,3,0,3,0,0,0
2021-09-03,7,0,3,0,0,0
2021-09-04,8,3,5,0,0,0
2021-09-05,13,3,4,0,0,0
2021-09-06,2,0,3,0,0,0
2021-09-07,6,0,4,0,0,0
2021-09-08,3,0,3,0,0,0
2021-09-09,2,0,2,0,0,0
2021-09-10,4,0,2,0,0,0
2021-09-11,2,3,1,0,0,0
2021-09-12,2,3,1,0,0,0
2021-09-13,2,1,4,0,0,0
2021-09-14,5,0,5,0,0,0
2021-09-15,2,0,7,0,0,0
2021-09-16,0,0,7,0,0,0
2021-09-17,2,0,8,0,0,0
2021-09-18,3,4,5,0,0,0
2021-09-19,5,6,3,0,0,0
2021-09-20,1,4,3,0,0,0
2021-09-21,12,0,5,0,0,0
2021-09-22,13,0,4,0,0,0
2021-09-23,13,0,5,0,0,0
2021-09-24,3,0,5,0,0,0
2021-09-25,1,5,3,0,0,0
2021-09-26,2,7,3,0,0,0
2021-09-27,1,3,2,0,0,0
2021-09-28,2,1,3,0,0,0
2021-09-29,1,0,3,0,0,0
2021-09-30,4,0,3,0,0,0
2021-10-01,8,0,4,0,0,0
2021-10-02,2,5,3,0,0,0
2021-10-03,2,7,2,0,0,0
2021-10-04,1,1,4,0,0,0
2021-10-05,0,0,3,0,0,0
2021-10-06,2,0,4,0,0,0
2021-10-07,0,0,4,0,0,0
2021-10-08,4,0,4,0,0,0
2021-10-09,0,6,5,0,0,0
2021-10-10,0,8,6,0,0,0
2021-10-11,1,3,5,0,0,0
2021-10-12,2,0,5,0,0,0
2021-10-13,2,0,4,0,0,0
2021-10-14,4,0,5,0,0,0
2021-10-15,2,0,5,0,0,0
2021-10-16,3,4,4,0,0,0
2021-10-17,2,7,5,0,0,0
2021-10-18,2,4,4,0,0,0
2021-10-19,3,0,5,0,0,0
2021-10-20,5,0,6,0,0,0
2021-10-21,3,0,8,0,0,0
2021-10-22,5,0,10,0,0,0
2021-10-23,2,10,9,0,0,0
2021-10-24,2,11,11,0,0,0
2021-10-25,2,5,11,0,0,0
2021-10-26,0,0,9,0,0,0
2021-10-27,3,0,7,0,0,0
2021-10-28,1,0,7,0,0,0
2021-10-29,1,0,6,0,0,0
2021-10-30,1,6,8,0,0,0
2021-10-31,0,11,9,0,0,0
